ÉtÉåÅ[ÉÄêî,ç∂ìµçEåa,âEìµçEåa,ç∂ñ⁄ÇÃäJÇ´ãÔçá,âEñ⁄ÇÃäJÇ´ãÔçá,èuÇ´ÇµÇΩÇ©î€Ç©
58502,-1,-1,1,1,non
58503,-1,-1,1,1,non
58504,-1,-1,1,1,non
58505,-1,-1,1,1,non
58506,-1,-1,1,1,non
58507,-1,-1,1,1,non
58508,-1,-1,1,1,non
58509,-1,-1,1,1,non
58510,-1,-1,1,1,non
58511,-1,-1,1,1,non
58512,-1,-1,1,1,non
58513,-1,-1,1,1,non
58514,-1,-1,1,1,non
58515,-1,-1,1,1,non
58516,-1,-1,1,1,non
58517,-1,-1,1,1,non
58518,-1,-1,1,1,non
58519,-1,-1,1,1,non
58520,-1,-1,1,1,non
58521,-1,-1,1,1,non
58522,-1,-1,1,1,non
58523,-1,-1,1,1,non
58524,-1,-1,1,1,non
58525,-1,-1,1,1,non
58526,-1,-1,1,1,non
58527,-1,-1,1,1,non
58528,-1,-1,1,1,non
58529,-1,-1,1,1,non
58530,-1,-1,1,1,non
58531,-1,-1,1,1,non
58532,-1,-1,1,1,non
58533,-1,-1,1,1,non
58534,-1,-1,1,1,non
58535,-1,-1,1,1,non
58536,-1,-1,1,1,non
58537,-1,-1,1,1,non
58538,-1,-1,1,1,non
58539,-1,-1,1,1,non
58540,-1,-1,1,1,non
58541,-1,-1,1,1,non
58542,-1,-1,1,1,non
58543,-1,-1,1,1,non
58544,-1,-1,1,1,non
58545,-1,-1,1,1,non
58546,-1,-1,1,1,non
58547,-1,-1,1,1,non
58548,-1,-1,1,1,non
58549,-1,-1,1,1,non
58550,-1,-1,1,1,non
58551,-1,-1,1,1,non
58552,-1,-1,1,1,non
58553,-1,-1,1,1,non
58554,-1,-1,1,1,non
58555,-1,-1,1,1,non
58556,-1,-1,1,1,non
58557,-1,-1,1,1,non
58558,-1,-1,1,1,non
58559,-1,-1,1,1,non
58560,-1,-1,1,1,non
58561,-1,-1,1,1,non
58562,-1,-1,1,1,non
58563,-1,-1,1,1,non
58564,-1,-1,1,1,non
58565,-1,-1,1,1,non
58566,-1,-1,1,1,non
58567,-1,-1,1,1,non
58568,-1,-1,1,1,non
58569,-1,-1,1,1,non
58570,-1,-1,1,1,non
58571,-1,-1,1,1,non
58572,-1,-1,1,1,non
58573,-1,-1,1,1,non
58574,-1,-1,1,1,non
58575,-1,-1,1,1,non
58576,-1,-1,1,1,non
58577,-1,-1,1,1,non
58578,-1,-1,1,1,non
58579,-1,-1,1,1,non
58580,-1,-1,1,1,non
58581,-1,-1,1,1,non
58582,-1,-1,1,1,non
58583,-1,-1,1,1,non
58584,-1,-1,1,1,non
58585,-1,-1,1,1,non
58586,-1,-1,1,1,non
58587,-1,-1,1,1,non
58588,-1,-1,1,1,non
58589,-1,-1,1,1,non
58590,-1,-1,1,1,non
58591,-1,-1,1,1,non
58592,-1,-1,1,1,non
58593,-1,-1,1,1,non
58594,-1,-1,1,1,non
58595,-1,-1,1,1,non
58596,-1,-1,1,1,non
58597,-1,-1,1,1,non
58598,-1,-1,1,1,non
58599,-1,-1,1,1,non
58600,-1,-1,1,1,non
58601,-1,-1,1,1,non
58602,-1,-1,1,1,non
58603,-1,-1,1,1,non
58604,-1,-1,1,1,non
58605,-1,-1,1,1,non
58606,-1,-1,1,1,non
58607,-1,-1,1,1,non
58608,-1,-1,1,1,non
58609,-1,-1,1,1,non
58610,-1,-1,1,1,non
58611,-1,-1,1,1,non
58612,-1,-1,1,1,non
58613,-1,-1,1,1,non
58614,-1,-1,1,1,non
58615,-1,-1,1,1,non
58616,-1,-1,1,1,non
58617,-1,-1,1,1,non
58618,-1,-1,1,1,non
58619,-1,-1,1,1,non
58620,-1,-1,1,1,non
58621,-1,-1,1,1,non
58622,-1,-1,1,1,non
58623,-1,-1,1,1,non
58624,-1,-1,1,1,non
58625,-1,-1,1,1,non
58626,-1,-1,1,1,non
58627,-1,-1,1,1,non
58628,-1,-1,1,1,non
58629,-1,-1,1,1,non
58630,-1,-1,1,1,non
58631,-1,-1,1,1,non
58632,-1,-1,1,1,non
58633,-1,-1,1,1,non
58634,-1,-1,1,1,non
58635,-1,-1,1,1,non
58636,-1,-1,1,1,non
58637,-1,-1,1,1,non
58638,-1,-1,1,1,non
58639,-1,-1,1,1,non
58640,-1,-1,1,1,non
58641,-1,-1,1,1,non
58642,-1,-1,1,1,non
58643,-1,-1,1,1,non
58644,-1,-1,1,1,non
58645,-1,-1,1,1,non
58646,-1,-1,1,1,non
58647,-1,-1,1,1,non
58648,-1,-1,1,1,non
58649,-1,-1,1,1,non
58650,-1,-1,1,1,non
58651,-1,-1,1,1,non
58652,-1,-1,1,1,non
58653,-1,-1,1,1,non
58654,-1,-1,1,1,non
58655,-1,-1,1,1,non
58656,-1,-1,1,1,non
58657,-1,-1,1,1,non
58658,-1,-1,1,1,non
58659,-1,-1,1,1,non
58660,-1,-1,1,1,non
58661,-1,-1,1,1,non
58662,-1,-1,1,1,non
58663,-1,-1,1,1,non
58664,-1,-1,1,1,non
58665,-1,-1,1,1,non
58666,-1,-1,1,1,non
58667,-1,-1,1,1,non
58668,-1,-1,1,1,non
58669,-1,-1,1,1,non
58670,-1,-1,1,1,non
58671,-1,-1,1,1,non
58672,-1,-1,1,1,non
58673,-1,-1,1,1,non
58674,-1,-1,1,1,non
58675,-1,-1,1,1,non
58676,-1,-1,1,1,non
58677,-1,-1,1,1,non
58678,-1,-1,1,1,non
58679,-1,-1,1,1,non
58680,-1,-1,1,1,non
58681,-1,-1,1,1,non
58682,-1,-1,1,1,non
58683,-1,-1,1,1,non
58684,-1,-1,1,1,non
58685,-1,-1,1,1,non
58686,-1,-1,1,1,non
58687,-1,-1,1,1,non
58688,-1,-1,1,1,non
58689,-1,-1,1,1,non
58690,-1,-1,1,1,non
58691,-1,-1,1,1,non
58692,-1,-1,1,1,non
58693,-1,-1,1,1,non
58694,-1,-1,1,1,non
58695,-1,-1,1,1,non
58696,-1,-1,1,1,non
58697,-1,-1,1,1,non
58698,-1,-1,1,1,non
58699,-1,-1,1,1,non
58700,-1,-1,1,1,non
58701,-1,-1,1,1,non
58702,-1,-1,1,1,non
58703,-1,-1,1,1,non
58704,-1,-1,1,1,non
58705,-1,-1,1,1,non
58706,-1,-1,1,1,non
58707,-1,-1,1,1,non
58708,-1,-1,1,1,non
58709,-1,-1,1,1,non
58710,-1,-1,1,1,non
58711,-1,-1,1,1,non
58712,-1,-1,1,1,non
58713,-1,-1,1,1,non
58714,-1,-1,1,1,non
58715,-1,-1,1,1,non
58716,-1,-1,1,1,non
58717,-1,-1,1,1,non
58718,-1,-1,1,1,non
58719,-1,-1,1,1,non
58720,-1,-1,1,1,non
58721,-1,-1,1,1,non
58722,-1,-1,1,1,non
58723,-1,-1,1,1,non
58724,-1,-1,1,1,non
58725,-1,-1,1,1,non
58726,-1,-1,1,1,non
58727,-1,-1,1,1,non
58728,-1,-1,1,1,non
58729,-1,-1,1,1,non
58730,-1,-1,1,1,non
58731,-1,-1,1,1,non
58732,-1,-1,1,1,non
58733,-1,-1,1,1,non
58734,-1,-1,1,1,non
58735,-1,-1,1,1,non
58736,-1,-1,1,1,non
58737,-1,-1,1,1,non
58738,-1,-1,1,1,non
58739,-1,-1,1,1,non
58740,-1,-1,1,1,non
58741,-1,-1,1,1,non
58742,-1,-1,1,1,non
58743,-1,-1,1,1,non
58744,-1,-1,1,1,non
58745,-1,-1,1,1,non
58746,-1,-1,1,1,non
58747,-1,-1,1,1,non
58748,-1,-1,1,1,non
58749,-1,-1,1,1,non
58750,-1,-1,1,1,non
58751,-1,-1,1,1,non
58752,-1,-1,1,1,non
58753,-1,-1,1,1,non
58754,-1,-1,1,1,non
58755,-1,-1,1,1,non
58756,-1,-1,1,1,non
58757,-1,-1,1,1,non
58758,-1,-1,1,1,non
58759,-1,-1,1,1,non
58760,-1,-1,1,1,non
58761,-1,-1,1,1,non
58762,-1,-1,1,1,non
58763,-1,-1,1,1,non
58764,-1,-1,1,1,non
58765,-1,-1,1,1,non
58766,-1,-1,1,1,non
58767,-1,-1,1,1,non
58768,-1,-1,1,1,non
58769,-1,-1,1,1,non
58770,-1,-1,1,1,non
58771,-1,-1,1,1,non
58772,-1,-1,1,1,non
58773,-1,-1,1,1,non
58774,-1,-1,1,1,non
58775,-1,-1,1,1,non
58776,-1,-1,1,1,non
58777,-1,-1,1,1,non
58778,-1,-1,1,1,non
58779,-1,-1,1,1,non
58780,-1,-1,1,1,non
58781,-1,-1,1,1,non
58782,-1,-1,1,1,non
58783,-1,-1,1,1,non
58784,-1,-1,1,1,non
58785,-1,-1,1,1,non
58786,-1,-1,1,1,non
58787,-1,-1,1,1,non
58788,-1,-1,1,1,non
58789,-1,-1,1,1,non
58790,-1,-1,1,1,non
58791,-1,-1,1,1,non
58792,-1,-1,1,1,non
58793,-1,-1,1,1,non
58794,-1,-1,1,1,non
58796,-1,-1,1,1,non
58797,-1,-1,1,1,non
58798,-1,-1,1,1,non
58799,-1,-1,1,1,non
58800,-1,-1,1,1,non
58801,-1,-1,1,1,non
58802,-1,-1,1,1,non
58803,-1,-1,1,1,non
58804,-1,-1,1,1,non
58805,-1,-1,1,1,non
58806,-1,-1,1,1,non
58807,-1,-1,1,1,non
58808,-1,-1,1,1,non
58809,-1,-1,1,1,non
58810,-1,-1,1,1,non
58811,-1,-1,1,1,non
58812,-1,-1,1,1,non
58813,-1,-1,1,1,non
58814,-1,-1,1,1,non
58815,-1,-1,1,1,non
58816,-1,-1,1,1,non
58817,-1,-1,1,1,non
58818,-1,-1,1,1,non
58819,-1,-1,1,1,non
58820,-1,-1,1,1,non
58821,-1,-1,1,1,non
58822,-1,-1,1,1,non
58823,-1,-1,1,1,non
58824,-1,-1,1,1,non
58825,-1,-1,1,1,non
58826,-1,-1,1,1,non
58827,-1,-1,1,1,non
58828,-1,-1,1,1,non
58830,-1,-1,1,1,non
58831,-1,-1,1,1,non
58832,-1,-1,1,1,non
58833,-1,-1,1,1,non
58834,-1,-1,1,1,non
58835,-1,-1,1,1,non
58836,-1,-1,1,1,non
58837,-1,-1,1,1,non
58838,-1,-1,1,1,non
58839,-1,-1,1,1,non
58840,-1,-1,1,1,non
58841,-1,-1,1,1,non
58842,-1,-1,1,1,non
58843,-1,-1,1,1,non
58844,-1,-1,1,1,non
58845,-1,-1,1,1,non
58846,-1,-1,1,1,non
58847,-1,-1,1,1,non
58848,-1,-1,1,1,non
58849,-1,-1,1,1,non
58850,-1,-1,1,1,non
58851,-1,-1,1,1,non
58852,-1,-1,1,1,non
58853,-1,-1,1,1,non
58854,-1,-1,1,1,non
58855,-1,-1,1,1,non
58856,-1,-1,1,1,non
58857,-1,-1,1,1,non
58858,-1,-1,1,1,non
58859,-1,-1,1,1,non
58860,-1,-1,1,1,non
58861,-1,-1,1,1,non
58862,-1,-1,1,1,non
58863,-1,-1,1,1,non
58864,-1,-1,1,1,non
58865,-1,-1,1,1,non
58866,-1,-1,1,1,non
58867,-1,-1,1,1,non
58868,-1,-1,1,1,non
58869,-1,-1,1,1,non
58870,-1,-1,1,1,non
58871,-1,-1,1,1,non
58872,-1,-1,1,1,non
58873,-1,-1,1,1,non
58874,-1,-1,1,1,non
58875,-1,-1,1,1,non
58876,-1,-1,1,1,non
58877,-1,-1,1,1,non
58878,-1,-1,1,1,non
58879,-1,-1,1,1,non
58880,-1,-1,1,1,non
58881,-1,-1,1,1,non
58882,-1,-1,1,1,non
58883,-1,-1,1,1,non
58884,-1,-1,1,1,non
58885,-1,-1,1,1,non
58886,-1,-1,1,1,non
58887,-1,-1,1,1,non
58888,-1,-1,1,1,non
58889,-1,-1,1,1,non
58890,-1,-1,1,1,non
58891,-1,-1,1,1,non
58892,-1,-1,1,1,non
58893,-1,-1,1,1,non
58894,-1,-1,1,1,non
58895,-1,-1,1,1,non
58896,-1,-1,1,1,non
58897,-1,-1,1,1,non
58898,-1,-1,1,1,non
58899,-1,-1,1,1,non
58900,-1,-1,1,1,non
58901,-1,-1,1,1,non
58902,-1,-1,1,1,non
58903,-1,-1,1,1,non
58904,-1,-1,1,1,non
58905,-1,-1,1,1,non
58906,-1,-1,1,1,non
58907,-1,-1,1,1,non
58908,-1,-1,1,1,non
58909,-1,-1,1,1,non
58910,-1,-1,1,1,non
58911,-1,-1,1,1,non
58912,-1,-1,1,1,non
58913,-1,-1,1,1,non
58914,-1,-1,1,1,non
58915,-1,-1,1,1,non
58916,-1,-1,1,1,non
58917,-1,-1,1,1,non
58918,-1,-1,1,1,non
58919,-1,-1,1,1,non
58920,-1,-1,1,1,non
58921,-1,-1,1,1,non
58922,-1,-1,1,1,non
58923,-1,-1,1,1,non
58924,-1,-1,1,1,non
58925,-1,-1,1,1,non
58926,-1,-1,1,1,non
58927,-1,-1,1,1,non
58928,-1,-1,1,1,non
58929,-1,-1,1,1,non
58930,-1,-1,1,1,non
58931,-1,-1,1,1,non
58932,-1,-1,1,1,non
58933,-1,-1,1,1,non
58934,-1,-1,1,1,non
58935,-1,-1,1,1,non
58936,-1,-1,1,1,non
58937,-1,-1,1,1,non
58938,-1,-1,1,1,non
58939,-1,-1,1,1,non
58940,-1,-1,1,1,non
58941,-1,-1,1,1,non
58942,-1,-1,1,1,non
58943,-1,-1,1,1,non
58944,-1,-1,1,1,non
58945,-1,-1,1,1,non
58946,-1,-1,1,1,non
58947,-1,-1,1,1,non
58948,-1,-1,1,1,non
58949,-1,-1,1,1,non
58950,-1,-1,1,1,non
58951,-1,-1,1,1,non
58952,-1,-1,1,1,non
58953,-1,-1,1,1,non
58954,-1,-1,1,1,non
58955,-1,-1,1,1,non
58956,-1,-1,1,1,non
58957,-1,-1,1,1,non
58958,-1,-1,1,1,non
58959,-1,-1,1,1,non
58960,-1,-1,1,1,non
58961,-1,-1,1,1,non
58962,-1,-1,1,1,non
58963,-1,-1,1,1,non
58964,-1,-1,1,1,non
58965,-1,-1,1,1,non
58966,-1,-1,1,1,non
58967,-1,-1,1,1,non
58968,-1,-1,1,1,non
58969,-1,-1,1,1,non
58970,-1,-1,1,1,non
58971,-1,-1,1,1,non
58972,-1,-1,1,1,non
58973,-1,-1,1,1,non
58974,-1,-1,1,1,non
58975,-1,-1,1,1,non
58976,-1,-1,1,1,non
58977,-1,-1,1,1,non
58978,-1,-1,1,1,non
58979,-1,-1,1,1,non
58980,-1,-1,1,1,non
58981,-1,-1,1,1,non
58982,-1,-1,1,1,non
58983,-1,-1,1,1,non
58984,-1,-1,1,1,non
58985,-1,-1,1,1,non
58986,-1,-1,1,1,non
58987,-1,-1,1,1,non
58988,-1,-1,1,1,non
58989,-1,-1,1,1,non
58990,-1,-1,1,1,non
58991,-1,-1,1,1,non
58992,-1,-1,1,1,non
58993,-1,-1,1,1,non
58994,-1,-1,1,1,non
58995,-1,-1,1,1,non
58996,-1,-1,1,1,non
58997,-1,-1,1,1,non
58998,-1,-1,1,1,non
58999,-1,-1,1,1,non
59000,-1,-1,1,1,non
59001,-1,-1,1,1,non
59002,-1,-1,1,1,non
59003,-1,-1,1,1,non
59004,-1,-1,1,1,non
59005,-1,-1,1,1,non
59006,-1,-1,1,1,non
59007,-1,-1,1,1,non
59008,-1,-1,1,1,non
59009,-1,-1,1,1,non
59010,-1,-1,1,1,non
59011,-1,-1,1,1,non
59012,-1,-1,1,1,non
59013,-1,-1,1,1,non
59014,-1,-1,1,1,non
59015,-1,-1,1,1,non
59016,-1,-1,1,1,non
59017,-1,-1,1,1,non
59018,-1,-1,1,1,non
59019,-1,-1,1,1,non
59020,-1,-1,1,1,non
59021,-1,-1,1,1,non
59022,-1,-1,1,1,non
59023,-1,-1,1,1,non
59024,-1,-1,1,1,non
59025,-1,-1,1,1,non
59026,-1,-1,1,1,non
59027,-1,-1,1,1,non
59028,-1,-1,1,1,non
59029,-1,-1,1,1,non
59030,-1,-1,1,1,non
59031,-1,-1,1,1,non
59032,-1,-1,1,1,non
59033,-1,-1,1,1,non
59034,-1,-1,1,1,non
59035,-1,-1,1,1,non
59036,-1,-1,1,1,non
59037,-1,-1,1,1,non
59038,-1,-1,1,1,non
59039,-1,-1,1,1,non
59040,-1,-1,1,1,non
59041,-1,-1,1,1,non
59042,-1,-1,1,1,non
59043,-1,-1,1,1,non
59044,-1,-1,1,1,non
59045,-1,-1,1,1,non
59046,-1,-1,1,1,non
59047,-1,-1,1,1,non
59048,-1,-1,1,1,non
59049,-1,-1,1,1,non
59050,-1,-1,1,1,non
59051,-1,-1,1,1,non
59052,-1,-1,1,1,non
59053,-1,-1,1,1,non
59054,-1,-1,1,1,non
59055,-1,-1,1,1,non
59056,-1,-1,1,1,non
59057,-1,-1,1,1,non
59058,-1,-1,1,1,non
59059,-1,-1,1,1,non
59060,-1,-1,1,1,non
59061,-1,-1,1,1,non
59062,-1,-1,1,1,non
59063,-1,-1,1,1,non
59064,-1,-1,1,1,non
59065,-1,-1,1,1,non
59066,-1,-1,1,1,non
59067,-1,-1,1,1,non
59068,-1,-1,1,1,non
59069,-1,-1,1,1,non
59070,-1,-1,1,1,non
59071,-1,-1,1,1,non
59072,-1,-1,1,1,non
59073,-1,-1,1,1,non
59074,-1,-1,1,1,non
59075,-1,-1,1,1,non
59076,-1,-1,1,1,non
59077,-1,-1,1,1,non
59078,-1,-1,1,1,non
59079,-1,-1,1,1,non
59080,-1,-1,1,1,non
59081,-1,-1,1,1,non
59082,-1,-1,1,1,non
59083,-1,-1,1,1,non
59084,-1,-1,1,1,non
59085,-1,-1,1,1,non
59086,-1,-1,1,1,non
59087,-1,-1,1,1,non
59088,-1,-1,1,1,non
59089,-1,-1,1,1,non
59090,-1,-1,1,1,non
59091,-1,-1,1,1,non
59092,-1,-1,1,1,non
59093,-1,-1,1,1,non
59094,-1,-1,1,1,non
59095,-1,-1,1,1,non
59096,-1,-1,1,1,non
59097,-1,-1,1,1,non
59098,-1,-1,1,1,non
59099,-1,-1,1,1,non
59100,-1,-1,1,1,non
59101,-1,-1,1,1,non
59102,-1,-1,1,1,non
59103,-1,-1,1,1,non
59104,-1,-1,1,1,non
59105,-1,-1,1,1,non
59106,-1,-1,1,1,non
59107,-1,-1,1,1,non
59108,-1,-1,1,1,non
59109,-1,-1,1,1,non
59110,-1,-1,1,1,non
59111,-1,-1,1,1,non
59112,-1,-1,1,1,non
59113,-1,-1,1,1,non
59114,-1,-1,1,1,non
59115,-1,-1,1,1,non
59116,-1,-1,1,1,non
59117,-1,-1,1,1,non
59118,-1,-1,1,1,non
59119,-1,-1,1,1,non
59120,-1,-1,1,1,non
59121,-1,-1,1,1,non
59122,-1,-1,1,1,non
59123,-1,-1,1,1,non
59124,-1,-1,1,1,non
59125,-1,-1,1,1,non
59126,-1,-1,1,1,non
59127,-1,-1,1,1,non
59128,-1,-1,1,1,non
59129,-1,-1,1,1,non
59130,-1,-1,1,1,non
59131,-1,-1,1,1,non
59132,-1,-1,1,1,non
59133,-1,-1,1,1,non
59134,-1,-1,1,1,non
59135,-1,-1,1,1,non
59136,-1,-1,1,1,non
59137,-1,-1,1,1,non
59138,-1,-1,1,1,non
59139,-1,-1,1,1,non
59140,-1,-1,1,1,non
59141,-1,-1,1,1,non
59142,-1,-1,1,1,non
59143,-1,-1,1,1,non
59144,-1,-1,1,1,non
59145,-1,-1,1,1,non
59146,-1,-1,1,1,non
59147,-1,-1,1,1,non
59148,-1,-1,1,1,non
59149,-1,-1,1,1,non
59150,-1,-1,1,1,non
59151,-1,-1,1,1,non
59152,-1,-1,1,1,non
59153,-1,-1,1,1,non
59154,-1,-1,1,1,non
59155,-1,-1,1,1,non
59156,-1,-1,1,1,non
59157,-1,-1,1,1,non
59158,-1,-1,1,1,non
59159,-1,-1,1,1,non
59160,-1,-1,1,1,non
59161,-1,-1,1,1,non
59162,-1,-1,1,1,non
59163,-1,-1,1,1,non
59164,-1,-1,1,1,non
59165,-1,-1,1,1,non
59166,-1,-1,1,1,non
59167,-1,-1,1,1,non
59168,-1,-1,1,1,non
59169,-1,-1,1,1,non
59170,-1,-1,1,1,non
59171,-1,-1,1,1,non
59172,-1,-1,1,1,non
59173,-1,-1,1,1,non
59174,-1,-1,1,1,non
59175,-1,-1,1,1,non
59176,-1,-1,1,1,non
59177,-1,-1,1,1,non
59178,-1,-1,1,1,non
59179,-1,-1,1,1,non
59180,-1,-1,1,1,non
59181,-1,-1,1,1,non
59182,-1,-1,1,1,non
59183,-1,-1,1,1,non
59184,-1,-1,1,1,non
59185,-1,-1,1,1,non
59186,-1,-1,1,1,non
59187,-1,-1,1,1,non
59188,-1,-1,1,1,non
59189,-1,-1,1,1,non
59190,-1,-1,1,1,non
59191,-1,-1,1,1,non
59192,-1,-1,1,1,non
59193,-1,-1,1,1,non
59194,-1,-1,1,1,non
59195,-1,-1,1,1,non
59196,-1,-1,1,1,non
59197,-1,-1,1,1,non
59198,-1,-1,1,1,non
59199,-1,-1,1,1,non
59200,-1,-1,1,1,non
59201,-1,-1,1,1,non
59202,-1,-1,1,1,non
59203,-1,-1,1,1,non
59204,-1,-1,1,1,non
59205,-1,-1,1,1,non
59206,-1,-1,1,1,non
59207,-1,-1,1,1,non
59208,-1,-1,1,1,non
59209,-1,-1,1,1,non
59210,-1,-1,1,1,non
59211,-1,-1,1,1,non
59212,-1,-1,1,1,non
59213,-1,-1,1,1,non
59214,-1,-1,1,1,non
